precision,recall,threshold
0.02591067976723456,1.0,0.00027508454177921577
0.02591093928406883,1.0,0.00027540282264186235
0.025911198806101703,1.0,0.00027588944474392265
0.025911458333333335,1.0,0.000277201898027038
0.02591171786576388,1.0,0.00027804595551577505
0.0259119774033935,1.0,0.00027806163558180514
0.025912236946222342,1.0,0.0002781698297894434
0.02591275604747834,1.0,0.00027830561026128444
0.025913015605905802,1.0,0.0002784469804079999
0.02591327516953312,1.0,0.0002790992668031743
0.025913534738360444,1.0,0.00027935699101084584
0.025913794312387935,1.0,0.0002797451566031996
0.025914053891615746,1.0,0.00028043477323208164
0.025914313476044035,1.0,0.0002807619128246624
0.025914573065672956,1.0,0.00028125542392471803
0.02591483266050267,1.0,0.00028193745222167217
0.025915092260533328,1.0,0.0002820943556996149
0.025915351865765088,1.0,0.0002855628463267157
0.02591561147619811,1.0,0.00028583708331825615
0.025915871091832545,1.0,0.00028601500639075666
0.02591613071266855,1.0,0.00028633701241563716
0.025916390338706283,1.0,0.00028643251673577877
0.0259166499699459,1.0,0.00028734049260836845
0.02591690960638756,1.0,0.0002874674531346136
0.02591716924803142,1.0,0.0002874775940809327
0.025917428894877626,1.0,0.0002883204002175554
0.025917688546926346,1.0,0.0002887573202253359
0.02591794820417773,1.0,0.00028991572088673043
0.025918207866631935,1.0,0.0002914297145500515
0.02591846753428912,1.0,0.0002917602334371914
0.025918727207149442,1.0,0.00029225631548117256
0.025918986885213054,1.0,0.0002928110083060605
0.025919246568480114,1.0,0.00029422673856162735
0.0259197659506252,1.0,0.00029424435346378297
0.02592002564950354,1.0,0.0002942664625360776
0.025920285353585957,1.0,0.0002943877324622827
0.025920545062872603,1.0,0.00029540757659564035
0.025920804777363634,1.0,0.0002957229505979482
0.025921064497059207,1.0,0.0002958025069604435
0.02592132422195948,1.0,0.00029604203840581926
0.02592158395206461,1.0,0.0002964933822484053
0.02592184368737475,1.0,0.0002975485592057644
0.02592210342789006,1.0,0.0002991127777543508
0.025922363173610692,1.0,0.0002991964143405531
0.02592262292453681,1.0,0.00030042772595016687
0.025922882680668564,1.0,0.00030072216533326906
0.025923142442006112,1.0,0.0003009877229227819
0.02592366198029922,1.0,0.0003010223256723697
0.02592392175725509,1.0,0.0003016847286950159
0.025924181539417383,1.0,0.00030252613355507825
0.02592444132678625,1.0,0.0003033508062615242
0.025924960917144347,1.0,0.00030345531570072386
0.025925220720133885,1.0,0.0003038415782556246
0.025925480528330627,1.0,0.0003040828791446488
0.02592574034173473,1.0,0.00030464349024406627
0.02592600016034635,1.0,0.0003051661815026261
0.025926259984165638,1.0,0.00030516950195023663
0.02592651981319276,1.0,0.00030534402458087443
0.02592677964742787,1.0,0.0003053487013966281
0.025927039486871115,1.0,0.00030552153852529446
0.025927299331522664,1.0,0.00030649180006205983
0.02592755918138267,1.0,0.00030662501941961597
0.025927819036451288,1.0,0.00030678839120076504
0.02592807889672867,1.0,0.0003068577253992987
0.025928338762214984,1.0,0.00030686260160385634
0.025928598632910378,1.0,0.0003071528949317244
0.02592885850881501,1.0,0.00030744077783361335
0.025929118389929038,1.0,0.00030789377543511353
0.025929378276252617,1.0,0.0003087068820396238
0.025929638167785908,1.0,0.0003098188409723397
0.02593015796648224,1.0,0.0003100786647167644
0.025930417873645594,1.0,0.0003112916246272275
0.025930677786019284,1.0,0.0003113856422797188
0.02593093770360347,1.0,0.0003115067036817488
0.0259311976263983,1.0,0.00031242953129791655
0.025931457554403937,1.0,0.0003126402448411471
0.025931717487620538,1.0,0.00031314534790605664
0.025931977426048254,1.0,0.0003140267724224765
0.02593223736968725,1.0,0.00031422442081560946
0.025932497318537674,1.0,0.00031492206159059485
0.02593275727259969,1.0,0.00031498989999086043
0.025933017231873454,1.0,0.00031522090343342535
0.025933277196359118,1.0,0.0003153589215138209
0.025933537166056838,1.0,0.00031585492449498736
0.025933797140966778,1.0,0.0003158987413760487
0.02593405712108909,1.0,0.00031615012591474967
0.02593431710642393,1.0,0.0003170334428072902
0.02593457709697146,1.0,0.0003173455033051201
0.025934837092731828,1.0,0.00031747743413494884
0.0259350970937052,1.0,0.0003188771687123071
0.025935357099891726,1.0,0.00031902253407407963
0.025935617111291567,1.0,0.0003193494100447051
0.025935877127904877,1.0,0.0003199431175401399
0.025936137149731815,1.0,0.0003205466185518341
0.025936397176772538,1.0,0.00032056441409848924
0.0259366572090272,1.0,0.00032226481559236063
0.02593691724649596,1.0,0.0003223189245654324
0.025937177289178975,1.0,0.00032251774547903194
0.0259374373370764,1.0,0.00032313747284534565
0.02593769739018839,1.0,0.000324257513763207
0.025937957448515108,1.0,0.00032427057211329585
0.02593821751205671,1.0,0.0003245729553607918
0.02594003810287777,1.0,0.0003258590158054716
0.025940298208144072,1.0,0.0003260640439454722
0.025940558318626666,1.0,0.0003268844110107125
0.025940818434325708,1.0,0.00032696253719631676
0.025941078555241363,1.0,0.00032707115815541467
0.025941338681373778,1.0,0.0003274935196717784
0.025941598812723114,1.0,0.00032757392235862654
0.02594185894928953,1.0,0.0003275943765181834
0.025942119091073183,1.0,0.0003278646885638381
0.02594237923807423,1.0,0.00032807945266167686
0.02594263939029282,1.0,0.00033087914464093775
0.025942899547729117,1.0,0.0003313608752202603
0.02594315971038328,1.0,0.00033200086847030196
0.025943419878255464,1.0,0.0003331118478905496
0.025943680051345824,1.0,0.000333541929599621
0.025943940229654516,1.0,0.00033356384786629317
0.025944980995075768,1.0,0.00033368955471466984
0.025945241199478487,1.0,0.0003336961169186608
0.025945501409100482,1.0,0.00033372511123837034
0.02594576162394191,1.0,0.00033451990316910415
0.02594602184400293,1.0,0.0003349827543057273
0.025946282069283694,1.0,0.00033534205931475165
0.025947843530591774,1.0,0.00033547243143571307
0.02594810379241517,1.0,0.00033612072771126926
0.025948364059459567,1.0,0.0003366170629176434
0.025948884609212006,1.0,0.00033671159022314733
0.025949144891920357,1.0,0.0003371785556338055
0.025949665473002117,1.0,0.0003379752753951653
0.025949925771375837,1.0,0.00033827350970283614
0.02595044638378975,1.0,0.0003383716390880947
0.025950706697830252,1.0,0.00033863625916752464
0.025950967017093332,1.0,0.00033884413063141767
0.025951227341579144,1.0,0.00033886746615472796
0.025951487671287844,1.0,0.00033946493996690513
0.02595174800621959,1.0,0.00033977644179216944
0.025952008346374542,1.0,0.00033977951649928747
